"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 14 11:38:24 GMT 2022","Mon Feb 14 11:38:29 GMT 2022","5280","","Login 'Connect' portal","","","","Opening a Connect Portal",""
